,Label,Synonym,Id,PMID,DefiningCitation,SuperCategory,Species/taxa,Definition,DefiningCriteria,Has role,FBbt Id,Abbrev,FBBT Link,Fasciculates with,CellSomaShape,CellSomaSize,Located in,SpineDensityOnDendrites,DendriteLocation,BranchingMetrics,AxonMyelination,AxonProjectionLaterality,LocationOfAxonArborization,LocationOfLocalAxonArborization,OriginOfAxon,Neurotransmitter/NeurotransmitterReceptors,MolecularConstituents,Curator_Notes,Phenotypes: ilx:has_location_phenotype,Notes
:Category:Anterior crossvein campaniform sensillum neuron,Anterior crossvein campaniform sensillum neuron,sensillum campaniformium of anterior crossvein neuron,nlx_148482,,,Eo neuron,:Category:Drosophila,"Neuron associated with the wing anterior crossvein sensillum (Murray et al., 1984).",,,:Category:Anterior crossvein campaniform sensillum neuron,,http://www.virtualflybrain.org/site/tools/anatomy_finder/index.htm?id=FBbt:00100120,L3 nerve,,,,,,,,,,,,,,,,
:Category:Anterior fascicle sensory neuron,Anterior fascicle sensory neuron,,nlx_146718,,,Sensory neuron (FBbt Term),:Category:Drosophila,Any sensory neuron (FBbt_00005124) that fasciculates with some intersegmental nerve (FBbt_00001997).,,,:Category:Anterior fascicle sensory neuron,,http://www.virtualflybrain.org/site/tools/anatomy_finder/index.htm?id=FBbt:00001998,Intersegmental nerve,,,,,,,,,,,,,,,,
:Category:Aplysia buccal 15,Aplysia buccal 15,,nlx_152508,2881988,,Neuron,:Category:Aplysia californica,Accessory radular closure (ARC) muscle motor neuron.,,,,,,,,Medium soma,,,,,,,,,,,,,,
:Category:Aplysia buccal 20,Aplysia buccal 20,,nlx_152107,,,Neuron,:Category:Aplysia californica,pattern initiating neuron. Biases feeding motor patterns to rejection type.,,,,B20,,,,,:Category:Aplysia buccal ganglia,,,,,,,,,,,,,
:Category:Aplysia buccal 30,Aplysia buccal 30,,nlx_152511,15254087,,Neuron,:Category:Aplysia californica,aplysia buccal neuron that is active during protraction phase and promotes the expression of ingestion type activity motor patterns.,,,,B30,,,,,:Category:Aplysia buccal ganglia,,,,,,,,,,,,,
:Category:Aplysia buccal 31,Aplysia buccal 31,"Aplysia buccal 31,Aplysia buccal 32",nlx_152516,3385489,,Neuron,:Category:Aplysia californica,Initiates feeding motor patterns. Active during the protraction phase of feeding motor patterns.,,,,"B31/32, B31, B32",,,,Small soma,:Category:Aplysia buccal ganglia,,,,,,,,,,,,,
:Category:Aplysia buccal 4,Aplysia buccal 4,Aplysia buccal 5,nlx_152070,,,Neuron,:Category:Aplysia californica,Sensory motor neuron of the buccal ganglia.,,,,"B4, B5, B4/5",,,,,:Category:Aplysia buccal ganglia,,,,,,,,,,,,,
:Category:Aplysia buccal 51,Aplysia buccal 51,,nlx_152108,,,Neuron,:Category:Aplysia californica,Active during the retraction phase of feeding motor patterns. Biases feeding motor patterns towards ingestion like.,,,,B51,,,,,:Category:Aplysia buccal ganglia,,,,,,,,,,,,,
:Category:Aplysia buccal 61,Aplysia buccal 61,"Aplysia buccal 62,B62",nlx_152510,8035232,,Neuron,:Category:Aplysia californica,Intrinsic muscle 2 motor neuron. Mediates protraction of the radula.,,,,B61,,,,Medium soma,:Category:Aplysia buccal ganglia,,,,,,,,,,,,,
:Category:Aplysia buccal 8,Aplysia buccal 8,,nlx_152509,8263840,,Neuron,:Category:Aplysia californica,Motor neuron that innervates the I4 muscle to mediate radular closure.,,,,B8,,,,Large soma,:Category:Aplysia buccal ganglia,,,,,,,,,,,,,
:Category:Aplysia cerebral ganglion metacerebral cell,Aplysia cerebral ganglion metacerebral cell,"Giant Serotonergic Neuron,Metacerebral cell",nlx_cell_20090313,,,Neuron,:Category:Aplysia,Largest Serotonergic Neuron in the anterior portion of the cerebral ganglion of Aplysia.  This neuron has axons that project to the buccal ganglion.,,,,MCC,,,,,:Category:Cerebral ganglia,,,,,,,,,,,,,
:Category:B1 motor neuron,B1 motor neuron,,nlx_147776,,,Direct flight muscle motor neuron,:Category:Drosophila,,,,:Category:B1 motor neuron,,http://www.virtualflybrain.org/site/tools/anatomy_finder/index.htm?id=FBbt:00004066,,,,,,,,,,,,,,,,,
:Category:B2 motor neuron,B2 motor neuron,,nlx_147778,,,Direct flight muscle motor neuron,:Category:Drosophila,,,,:Category:B2 motor neuron,,http://www.virtualflybrain.org/site/tools/anatomy_finder/index.htm?id=FBbt:00004068,,,,,,,,,,,,,,,,,
:Category:Basalis nucleus cholinergic neuron,Basalis nucleus cholinergic neuron,"Cholinergic nucleus basalis cell,Nucleus basalis polyhedral neuron,Cholinergic nucleus basalis neuron",nlx_cell_20090203,,,Neuron,:Category:Human,"Large multipolar neuron (also described as polyhedral) found in the nucleus basalis of Meynert in the basal forebrain that uses acetylcholine as a neurotransmitter.  Most of the dendrites are very long giving a thick network of secondary and tertiary dendritic branches in a radial three dimensional arrangement in the neuropil space. The secondary and tertiary dendritic branches are studded with long fusiform or triangular spines (Baloyannis, S. J., Costa, V., Psaroulis, V., Arzoglou, L. Papsotiriou (1994) The nucleus basalis of Meynert of the human brain:  a Golgi and electron microscope study) Int J Neurosci., 78:  33-41.",Biochemical,,,,,,,,:Category:Bed nuclei of the stria terminalis oval nucleus,,,,,,,,,,,,"ilx:has_location_phenotype basalis nucleus , ilx:has_location_phenotype UBERON:0023958 ,  ilx:has_neurotransmitter_phenotype acetylcholine",
:Category:Bed nucleus of the stria terminalis basket neuron,Bed nucleus of the stria terminalis basket neuron,"bed nucleus of stria terminalis basket cell,bed nucleus of stria terminalis basket neuron,Bed nucleus of the stria terminalis basket neuron,BNST basket neuron",BAMSC988,,,Neuron,:Category:Vertebrata,,,,,,,,,,:Category:Bed nuclei of the stria terminalis oval nucleus,,,,,,,,,,,,"ilx:has_location_phenotype UBERON:0023958 , ilx:has_morphological_phenotype basket ",
:Category:Bed nucleus of the stria terminalis beaded neuron,Bed nucleus of the stria terminalis beaded neuron,"BNST beaded cell,BNST beaded neuron",BAMSC995,16786552,,Neuron,:Category:Vertebrata,"Neuron located within the core of the nucleus (BSTov) that is termed a beaded neuron (BN) because of its rounded soma and numerous spherules along both dendrites and axon (Fig. 11). The soma measures from 12 to 17 micrometers in its widest axis and is nearly spherical, having a rather smooth profile. The soma issues two or three short primary dendrites, which usually run horizontally. After a short distance (10 to 40 micrometers), these proximal branches give rise to sets of two to five long, secondary dendrites. The occurrence of third to order dendrites is variable, as is their length (20 to 150 micrometers). A defining characteristic of BN dendrites is the presence of distinct varicosities that are virtually devoid of dendritic spines.  The BN axon and its collaterals also exhibit a series of small spherules (0.3-0.5 um) united by thin axonal bridges (Lariva-Sahd, 2006, as reported in  http://brancusi.usc.edu/bkms).","the presence of distinct varicosities that are virtually devoid of dendritic spines,",,,,,,,,:Category:Bed nuclei of the stria terminalis oval nucleus,,,,,,:Category:Bed nuclei of the stria terminalis oval nucleus,,soma,,,,"ilx:has_location_phenotype UBERON:0023958 , ilx:has_morphological_phenotype beaded ",
:Category:Bed nucleus of the stria terminalis common spiny neuron,Bed nucleus of the stria terminalis common spiny neuron,"common spiny cell,BNST common spiny neuron",BAMSC991,,,Neuron,:Category:Vertebrata,,,,,,,,,,:Category:Bed nuclei of the stria terminalis oval nucleus,,,,,,,,,,,,"ilx:has_location_phenotype UBERON:0023958 , ilx:has_morphological_phenotype common spiny ",
:Category:Bed nucleus of the stria terminalis dense axon plexus-forming neuron,Bed nucleus of the stria terminalis dense axon plexus-forming neuron,"beaded cell,BNST dense axon plexus-forming neuron",BAMSC993,,,Neuron,:Category:Vertebrata,"Among the short to axon neurons, the neurogliaform (NG) and spinous neurogliaform (SNG) types have an extremely dense plexus, and both fall into the DAPF category (Jones, 1984). Both cell types are found in the upper half of the core of the Ov.",,,,,,,,,:Category:Bed nuclei of the stria terminalis oval nucleus,,,,,,,,,,,,"ilx:has_location_phenotype UBERON:0023958 , ilx:has_morphological_phenotype dense axon plexus-forming ",
:Category:Bed nucleus of the stria terminalis small pyramidal neuron,Bed nucleus of the stria terminalis small pyramidal neuron,"small pyramidal neuron,small pyramidal cell,BNST small pyramidal neuron)",BAMSC987,,,Neuron,:Category:Vertebrata,,,,,,,,,,:Category:Bed nucleus of the stria terminalis juxtacapsular nucleus,,,,,,,,,,,Category:Bed nucleus of the stria terminalis juxtacapsular nucleus,"ilx:has_location_phenotype bed nucleus of the stria terminalis juxtacapsular nucleus , ilx:has_morphological_phenotype small pyramidal ",
:Category:Bed nucleus of the stria terminalis spiny bipolar neuron,Bed nucleus of the stria terminalis spiny bipolar neuron,"spiny bipolar neuron,spiny bipolar cell",BAMSC986,,,Neuron,:Category:Vertebrata,,,,,,,,,,:Category:Bed nuclei of the stria terminalis oval nucleus,,,,,,,,,,,,"ilx:has_location_phenotype UBERON:0023958 , ilx:has_morphological_phenotype spiny , ilx:has_morphological_phenotype bipolar",
:Category:Bed nucleus of the stria terminalis spiny neuron with chandelier-like axon,Bed nucleus of the stria terminalis spiny neuron with chandelier-like axon,"dense axon plexus forming neuron,dense axon plexus forming cell,BNST spiny neuron with chandelier-like axon",BAMSC992,,,Neuron,:Category:Vertebrata,,,:Category:Intrinsic neuron role,,,,,,,:Category:Bed nuclei of the stria terminalis oval nucleus,,,,,,,,,,,,"ilx:has_location_phenotype UBERON:0023958 , ilx:has_morphological_phenotype spiny , ilx:has_morphological_phenotype chandelier-like axon , ilx:has_circuit_role_phenotype intrinsic",axon morphology is tagged under morphology
:Category:Bed nucleus of the stria terminalis superficial spiny neuron,Bed nucleus of the stria terminalis superficial spiny neuron,"superficial spiny cell,BNST superficial spiny neuron",BAMSC990,,,Neuron,:Category:Vertebrata,,,,,,,,,,:Category:Bed nuclei of the stria terminalis oval nucleus,,,,,,,,,,,,"ilx:has_location_phenotype UBERON:0023958 , ilx:has_location_phenotype superficial . Ilx:has_morphological_phenotype spiny  ",
:Category:Bed nucleus of the stria terminalis triangular neuron,Bed nucleus of the stria terminalis triangular neuron,"triangular cell,BNST triangular neuron",BAMSC989,,,Neuron,:Category:Vertebrata,,,,,,,,,,:Category:Bed nuclei of the stria terminalis oval nucleus,,,,,,,,,,,,"ilx:has_location_phenotype UBERON:0023958 , ilx:has_morphological_phenotype triangular ",
:Category:Bilateral intrinsic neuron,Bilateral intrinsic neuron,,nlx_147700,,,Intrinsic neuron (FBbt Term),:Category:Drosophila,A midline crossing bilateral intrinsic neuron that projects only within some pair of bilaterally symmetric synaptic neuropil domains and their connecting tracts. For example within the left and right antennal lobes and antennal commissure.,,,:Category:Bilateral intrinsic neuron,,http://www.virtualflybrain.org/site/tools/anatomy_finder/index.htm?id=FBbt:00003989,,,,,,,,,,,,,,,,,
:Category:Bipolar dendrite neuron,Bipolar dendrite neuron,,nlx_147850,,,Multidendritic neuron,:Category:Drosophila,Multidendritic neuron with bipolar dendrites that grow in opposite directions without major side branches. These neurons are located inside the body and are often associated with muscles.,,,:Category:Bipolar dendrite neuron,,http://www.virtualflybrain.org/site/tools/anatomy_finder/index.htm?id=FBbt:00005212,,,,,,,,,,,,,,,,,
:Category:Bipolar neuron of Bolwig nerve,Bipolar neuron of Bolwig nerve,bipolar neuron of Bolwig''s nerve,nlx_146689,,,Bipolar dendrite neuron,:Category:Drosophila,,,,:Category:Bipolar neuron of Bolwig nerve,,http://www.virtualflybrain.org/site/tools/anatomy_finder/index.htm?id=FBbt:00001968,Bolwig nerve,,,,,,,,,,,,,,,,
:Category:Campaniform sensillum L3-1 of wing vein L3 neuron,Campaniform sensillum L3-1 of wing vein L3 neuron,,nlx_148488,,,Sensory neuron (FBbt Term),:Category:Drosophila,Neuron innervating the L3-1 campaniform sensillum of wing vein L3.,,,:Category:Campaniform sensillum L3-1 of wing vein L3 neuron,,http://www.virtualflybrain.org/site/tools/anatomy_finder/index.htm?id=FBbt:00100126,L3 nerve,,,,,,,,,,,,,,,,
:Category:Campaniform sensillum L3-2 of wing vein L3 neuron,Campaniform sensillum L3-2 of wing vein L3 neuron,,nlx_148489,,,Sensory neuron (FBbt Term),:Category:Drosophila,"Neuron innervating the second, medially located campaniform sensillum of wing vein L3.",,,:Category:Campaniform sensillum L3-2 of wing vein L3 neuron,,http://www.virtualflybrain.org/site/tools/anatomy_finder/index.htm?id=FBbt:00100127,L3 nerve,,,,,,,,,,,,,,,,
:Category:Campaniform sensillum L3-3 of wing vein L3 neuron,Campaniform sensillum L3-3 of wing vein L3 neuron,,nlx_148490,,,Sensory neuron (FBbt Term),:Category:Drosophila,Neuron innervating the campaniform sensillum L3-3 of wing vein L3.,,,:Category:Campaniform sensillum L3-3 of wing vein L3 neuron,,http://www.virtualflybrain.org/site/tools/anatomy_finder/index.htm?id=FBbt:00100128,L3 nerve,,,,,,,,,,,,,,,,
:Category:Carbon dioxide sensitive neuron,Carbon dioxide sensitive neuron,CO2 sensitive neuron,nlx_148454,,,Neuron,:Category:Drosophila,Neuron involved in the detection of carbon dioxide (GO:0003031).,,,:Category:Carbon dioxide sensitive neuron,,http://www.virtualflybrain.org/site/tools/anatomy_finder/index.htm?id=FBbt:00100045,,,,,,,,,,,,,,,,,
:Category:Cerebellar deep nucleus principal neuron,Cerebellar deep nucleus principal neuron,,nlx_151895,,,Neuron,:Category:Vertebrata,,,,,,,,,,:Category:Deep cerebellar nuclear complex,,,,,,,,,,,,"ilx:has_location_phenotype UBERON:0002130 , ilx:has_circuit_role_phenotype principal",
:Category:Cerebellum Golgi cell,Cerebellum Golgi cell,"Cerebellar Golgi neuron,Cerebellar golgi cell",sao1415726815,,,Neuron,:Category:Vertebrata,"Large intrinsic neuron located in the granule layer of the cerebellar cortex that extends its dendrites into the molecular layer where they receive contact from parallel fibers.  The axon of the Golgi cell enters ramifies densely in the granule layer and enters into a complex arrangement with mossy fiber terminals and granule cell dendrites to form the cerebellar glomerulus. Llinas, Walton and Lang. In The Synaptic Organization of the Brain. 5th ed. 2004.","Large stiff dendrites traversing the cerebellar cortical layers, and densely ramifying axons plexus",,,,,,Category:Spherical ,,:Category:Granular layer of cerebellar cortex,,,,,,:Category:Granular layer of cerebellar cortex,,soma,,,,"ilx:has_location_phenotype UBERON:0002037 , ilx:has_layer_location_phenotype UBERON:0002956 , ilx:has_morphological_phenotype Golgi",
:Category:Cerebellum Lugaro cell,Cerebellum Lugaro cell,,nifext_133,,,Neuron,:Category:Vertebrata,"Type of neuron found in cerebellar granule cell layer characterized by a fusiform cell body with thick, horizontally oriented dendrites. Lugaro cells are located in or slightly below the Purkinje cell layer outermost edge of the granular layer.",,,,,,,,,":Category:Cerebellum,:Category:Purkinje cell layer of cerebellar cortex,:Category:Granular layer of cerebellar cortex",,,,,,,,,,:Category:GABA,,"ilx:has_location_phenotype UBERON:0002037 , ilx:has_layer_location_phenotype UBERON:0002956 , ilx:has_layer_location_phenotype UBERON:0002979 , ilx:has_morphological_phenotype Lugaro",
:Category:Cerebellum Purkinje cell,Cerebellum Purkinje cell,"Purkinje neuron,Purkinje's corpuscles,Cerebellar Purkinje neuron,Purkinje Cell,Purkyne cell,Corpuscles of Purkinje,cerebellar purkinje cell",sao471801888,,,Neuron,:Category:Mammal,"Principal neuron (projection neuron) of the cerebellar cortex; cell bodies arranged in a single layer; characterized by a pear-shaped cell body, 1 (rarely 2) primary dendrites and an elaborate dendritic tree heavily invested with dendritic spines.","Morphology,  Connectivity, Biochemical",:Category:Principal neuron role,,,,,Category:Spherical ,Large soma,:Category:Purkinje cell layer of cerebellar cortex,:Category:Spiny high density,,unipolar,myelinated,ipsilateral,:Category:Deep cerebellar nuclear complex,:Category:Purkinje cell layer of cerebellar cortex,soma,,"ilx:has_location_phenotype UBERON:0002037 , ilx:has_morphological_phenotype Purkinjie , ilx:has_circuit_role_phenotype principal",
